ATENDIMENTO_BAIRRO_NOME,EQUIPAMENTO_URBANO_NOME,FLAG_EQUIPAMENTO_URBANO,FLAG_FLAGRANTE,LOGRADOURO_NOME_CURITIBA,NATUREZA1_DEFESA_CIVIL,NATUREZA1_DESCRICAO,SUBCATEGORIA1_DESCRICAO,NATUREZA2_DEFESA_CIVIL,NATUREZA2_DESCRICAO,SUBCATEGORIA2_DESCRICAO,NATUREZA3_DEFESA_CIVIL,NATUREZA3_DESCRICAO,SUBCATEGORIA3_DESCRICAO,NATUREZA4_DEFESA_CIVIL,NATUREZA4_DESCRICAO,SUBCATEGORIA4_DESCRICAO,NATUREZA5_DEFESA_CIVIL,NATUREZA5_DESCRICAO,SUBCATEGORIA5_DESCRICAO,OCORRENCIA_ANO,OCORRENCIA_CODIGO,OCORRENCIA_DATA,OCORRENCIA_DIA_SEMANA,OCORRENCIA_HORA,OCORRENCIA_MES,OPERACAO_DESCRICAO,ORIGEM_CHAMADO_DESCRICAO,REGIONAL_FATO_NOME,SECRETARIA_NOME
Cajuru,,f,NÃO,"Rua da Trindade, Curitiba, PR",0,ZELADORIA URBANA,Buracos em vias Públicas,,,,,,,,,,,,,2025,01293/2025,13/01/2025,Segunda,21:21:00,1,,156,Cajuru,
Portão,,f,NÃO,"Rua Augusto de Mari, Curitiba, PR",0,Apoio,Apoio ao SAMU,,,,,,,,,,,,,2025,01292/2025,13/01/2025,Segunda,21:21:00,1,,SAMU,Portão,
Atuba,,f,NÃO,"Rua Ângelo Greca, Curitiba, PR",0,Queima a céu aberto,,,,,,,,,,,,,,2025,01294/2025,13/01/2025,Segunda,21:44:00,1,,153,Boa Vista,
Xaxim,,f,NÃO,"Rua Abrão Winter, Curitiba, PR",0,Trânsito,Estacionamento irregular,,,,,,,,,,,,,2025,01296/2025,13/01/2025,Segunda,21:54:00,1,,156,Boqueirão,
Água Verde,ESTAÇÃO TUBO SILVA JARDIM 1,t,NÃO,"Avenida República Argentina, Curitiba, PR",0,Invasão,Invasão de equipamento/patrimônio público,,,,,,,,,,,,,2025,01295/2025,13/01/2025,Segunda,21:54:00,1,,153,Portão,Urbanização de Curitiba S.A.
Bigorrilho,,f,NÃO,"Rua Capitão Souza Franco, Curitiba, PR",0,Dano,Vandalismo,,,,,,,,,,,,,2025,01297/2025,13/01/2025,Segunda,21:55:00,1,,156,Matriz,
Pilarzinho,,f,NÃO,"Rua Arthur Francisco Fronza, Curitiba, PR",0,Trânsito,ESTACIONAR EM GUIA REBAIXADA,,,,,,,,,,,,,2025,01298/2025,13/01/2025,Segunda,22:03:00,1,,SETRAN,Boa Vista,
Cidade Industrial,UNIDADE DE SAÚDE BARIGUI,t,NÃO,"Rua Arthur Martins Franco, Curitiba, PR",0,Vistoria,,,,,,,,,,,,,,2025,01305/2025,13/01/2025,Segunda,22:05:00,1,,IMEDIATA,CIC,Secretaria Municipal da Saúde
Cidade Industrial,,f,NÃO,"Avenida Juscelino Kubitschek De Oliveira - Ld, Curitiba, PR",0,Trânsito,Estacionamento irregular,,,,,,,,,,,,,2025,01299/2025,13/01/2025,Segunda,22:23:00,1,,SETRAN,CIC,
Pinheirinho,,f,NÃO,"Rua Lothario Boutin, Curitiba, PR",0,Trânsito,Estacionamento irregular,,,,,,,,,,,,,2025,01300/2025,13/01/2025,Segunda,22:25:00,1,,SETRAN,Pinheirinho,
Cidade Industrial,,f,NÃO,"Rua Marco Campos, Curitiba, PR",0,Invasão,Invasão de equipamento/patrimônio público,,,,,,,,,,,,,2025,01301/2025,13/01/2025,Segunda,22:48:00,1,,CCO MURALHA DIGITAL,CIC,
Vila Izabel,,f,SIM,"Avenida Água Verde, Curitiba, PR",0,ZELADORIA URBANA,Furto Fiação Elétrica,,,,,,,,,,,,,2025,01302/2025,13/01/2025,Segunda,22:59:00,1,,153,Portão,
Santa Felicidade,,f,NÃO,"Rua Saturnino Miranda, Curitiba, PR",0,Agressão física/verbal,Violência doméstica contra mulher,,,,,,,,,,,,,2025,01303/2025,13/01/2025,Segunda,23:12:00,1,,153,Santa Felicidade,
Alto da Glória,UNIDADE DE ACOLHIMENTO INSTITUCIONAL - ABRIGO INSTITUCIONAL CASA DO PIÁ 3,t,NÃO,"Rua Mauá, Curitiba, PR",0,Apoio,Apoio à outros órgãos,,,,,,,,,,,,,2025,01304/2025,13/01/2025,Segunda,23:14:00,1,,153,Matriz,Fundação de Ação Social
Uberaba,ESCOLA MUNICIPAL DONA LULA,t,NÃO,"Rua Elias Moyses Schelela, Curitiba, PR",0,Invasão,Invasão de equipamento/patrimônio público,,,,,,,,,,,,,2025,01306/2025,13/01/2025,Segunda,23:24:00,1,,G5,Cajuru,Secretaria Municipal da Educação
Tatuquara,,f,NÃO,"Rua Deputado Paulo Munhoz da Rocha, Curitiba, PR",0,Trânsito,PARADA EM CIMA DE PASSEIO/CALÇADA,,,,,,,,,,,,,2025,01308/2025,13/01/2025,Segunda,23:40:00,1,,IMEDIATA,Tatuquara,
Jardim Botânico,,f,NÃO,"Rua Francisco Torres, Curitiba, PR",0,Apoio,Apoio à FAS,,,,,,,,,,,,,2025,01307/2025,13/01/2025,Segunda,23:43:00,1,,IMEDIATA,Matriz,
Campo de Santana,ESCOLA MUNICIPAL JOÃO AMAZONAS,t,NÃO,"Rua Palmyra Crivellaro Bertolde, Curitiba, PR",0,Invasão,Invasão de equipamento/patrimônio público,,,,,,,,,,,,,2025,01309/2025,14/01/2025,Terça,00:02:00,1,,CCO MURALHA DIGITAL,Tatuquara,Secretaria Municipal da Educação
Prado Velho,,f,NÃO,"Rua David de Souza Camargo, Curitiba, PR",0,Dano,Pichação,,,,,,,,,,,,,2025,01606/2025,14/01/2025,Terça,01:40:00,1,,156,Matriz,
Alto Boqueirão,,f,NÃO,"Rua Vereador Antônio Giacomassi, Curitiba, PR",0,Violação de Medida Protetiva Lei Maria da Penha,,,,,,,,,,,,,,2025,01310/2025,14/01/2025,Terça,01:41:00,1,,153,Boqueirão,
Parolin,,f,NÃO,"Avenida Presidente Kennedy, Curitiba, PR",0,ZELADORIA URBANA,Furto Fiação Semáforos,,,,,,,,,,,,,2025,01311/2025,14/01/2025,Terça,04:17:00,1,,REDE SOCIAL,Portão,
Rebouças,,f,NÃO,"Rua Chile, Curitiba, PR",0,ZELADORIA URBANA,Furto Fiação Semáforos,,,,,,,,,,,,,2025,01312/2025,14/01/2025,Terça,05:54:00,1,,153,Matriz,
Xaxim,,f,NÃO,"Linha Verde, Curitiba, PR",0,Trânsito,Acidente de trânsito,,,,,,,,,,,,,2025,01313/2025,14/01/2025,Terça,06:39:00,1,,PRF,Boqueirão,
Centro,,f,NÃO,"Rua José Loureiro, Curitiba, PR",0,Ronda,,,,,,,,,,,,,,2025,01314/2025,14/01/2025,Terça,06:55:00,1,,153,Matriz,
São João,,f,NÃO,"Avenida Fredolin Wolf, Curitiba, PR",0,Furto,Equipamento/patrimônio público,,,,,,,,,,,,,2025,01317/2025,14/01/2025,Terça,07:15:00,1,,IMEDIATA,Santa Felicidade,
Centro,,f,NÃO,"Praça Rui Barbosa, Curitiba, PR",0,Orientação,ORIENTAÇÃO GERAL,,,,,,,,,,,,,2025,01315/2025,14/01/2025,Terça,07:22:00,1,,IMEDIATA,Matriz,
São Braz,,f,NÃO,"Estrada da Mina do Ouro, Curitiba, PR",0,Trânsito,PARADA EM CIMA DE PASSEIO/CALÇADA,,,,,,,,,,,,,2025,01316/2025,14/01/2025,Terça,07:26:00,1,,SETRAN,Santa Felicidade,
Tatuquara,,f,NÃO,"Rua Orestes Romeu Bizzotto, Curitiba, PR",0,ZELADORIA URBANA,Furto Fiação Elétrica,,,,,,,,,,,,,2025,01318/2025,14/01/2025,Terça,07:52:00,1,,153,Tatuquara,
Cidade Industrial,,f,NÃO,"Rua Manoel Valdomiro de Macedo, Curitiba, PR",0,Apoio,Apoio à FAS,,,,,,,,,,,,,2025,01319/2025,14/01/2025,Terça,07:57:00,1,,À VIATURA,CIC,
Cidade Industrial,,f,NÃO,"Rodovia BR-476, Curitiba, PR",0,Trânsito,FISCALIZACAO,,,,,,,,,,,,,2025,01321/2025,14/01/2025,Terça,08:10:00,1,,IMEDIATA,CIC,
Boqueirão,,f,NÃO,"Rua das Carmelitas, Curitiba, PR",0,Violação de Medida Protetiva Lei Maria da Penha,,,,,,,,,,,,,,2025,01322/2025,14/01/2025,Terça,08:24:00,1,,153,Boqueirão,
Novo Mundo,,f,NÃO,"Rua Antônio Gasparin, Curitiba, PR",0,Trânsito,PARADA EM CIMA DE PASSEIO/CALÇADA,,,,,,,,,,,,,2025,01323/2025,14/01/2025,Terça,08:39:00,1,,156,Pinheirinho,
Capão Raso,,f,NÃO,"Rua Antônio Freitas Barbosa, Curitiba, PR",0,Trânsito,PARADA EM CIMA DE PASSEIO/CALÇADA,,,,,,,,,,,,,2025,01324/2025,14/01/2025,Terça,08:40:00,1,,156,Pinheirinho,
Boqueirão,,f,NÃO,"Rua Oliveira Viana, Curitiba, PR",0,Apoio,Apoio à FAS,,,,,,,,,,,,,2025,01326/2025,14/01/2025,Terça,09:00:00,1,,GM,Boqueirão,
Centro,,f,NÃO,"Praça Rui Barbosa, Curitiba, PR",0,Apoio,Apoio à FAS,,,,,,,,,,,,,2025,01330/2025,14/01/2025,Terça,09:00:00,1,,IMEDIATA,Matriz,
Campina do Siqueira,,f,NÃO,"Rua Luísa Dariva, Curitiba, PR",0,Trânsito,Estacionamento irregular,,,,,,,,,,,,,2025,01327/2025,14/01/2025,Terça,09:15:00,1,,156,Santa Felicidade,
Cascatinha,,f,NÃO,"Rua Nicolau José Gravina, Curitiba, PR",0,Trânsito,ESTACIONAR/PARAR EM LOCAL PROIBIDO PLACA R-06C,,,,,,,,,,,,,2025,01328/2025,14/01/2025,Terça,09:17:00,1,,156,Santa Felicidade,
Cidade Industrial,,f,NÃO,"Rua Robert Redzimski, Curitiba, PR",0,Ameaça,,,,,,,,,,,,,,2025,01329/2025,14/01/2025,Terça,09:18:00,1,,153,CIC,
Tarumã,,f,NÃO,"Linha Verde, Curitiba, PR",0,Trânsito,COLISAO AUTO X MOTO,,,,,,,,,,,,,2025,01331/2025,14/01/2025,Terça,09:30:00,1,,CORPO DE BOMBEIROS,Cajuru,
Santo Inácio,,f,NÃO,"Rua João Batista Dallarmi, Curitiba, PR",0,Trânsito,PARADA EM CIMA DE PASSEIO/CALÇADA,,,,,,,,,,,,,2025,01332/2025,14/01/2025,Terça,09:46:00,1,,156,Santa Felicidade,
Cajuru,,f,NÃO,"Rua Sebastião Marcos Luiz, Curitiba, PR",0,Trânsito,Estacionamento irregular,,,,,,,,,,,,,2025,01335/2025,14/01/2025,Terça,10:27:00,1,,156,Cajuru,
Cidade Industrial,,f,NÃO,"Rua Professora Hilda Hanke Gonçalves, Curitiba, PR",0,Paciente/usuário alterado,,,,,,,,,,,,,,2025,01333/2025,14/01/2025,Terça,10:28:00,1,,153,CIC,
Guaíra,,f,NÃO,"Rua Professor Porthos Velozo, Curitiba, PR",0,Dano,Vandalismo,,,,,,,,,,,,,2025,01334/2025,14/01/2025,Terça,10:41:00,1,,153,Portão,
Boa Vista,,f,NÃO,"Rua Estados Unidos, Curitiba, PR",0,Trânsito,FISCALIZACAO,,,,,,,,,,,,,2025,01336/2025,14/01/2025,Terça,10:58:00,1,,156,Boa Vista,
Cajuru,,f,NÃO,"Avenida Jornalista Aderbal Gaertner Stresser, Curitiba, PR",0,Orientação,ORIENTAÇÃO GERAL,,,,,,,,,,,,,2025,01344/2025,14/01/2025,Terça,11:00:00,1,,IMEDIATA,Cajuru,
Centro,,f,NÃO,"Rua Cândido Lopes, Curitiba, PR",0,Apoio,Apoio à outros órgãos,,,,,,,,,,,,,2025,01337/2025,14/01/2025,Terça,11:02:00,1,,GM,Matriz,
Jardim das Américas,,f,NÃO,"Rua Almir Trova de Oliveira, Curitiba, PR",0,Trânsito,ESTACIONAR EM GUIA REBAIXADA,,,,,,,,,,,,,2025,01338/2025,14/01/2025,Terça,11:06:00,1,,156,Cajuru,
Hauer,,f,NÃO,"Linha Verde, Curitiba, PR",0,Trânsito,PARADA EM CIMA DE PASSEIO/CALÇADA,,,,,,,,,,,,,2025,01340/2025,14/01/2025,Terça,11:24:00,1,,SETRAN,Boqueirão,
Uberaba,,f,NÃO,"Avenida Comendador Franco, Curitiba, PR",0,Orientação,ORIENTAÇÃO GERAL,,,,,,,,,,,,,2025,01339/2025,14/01/2025,Terça,11:24:00,1,,IMEDIATA,Cajuru,
Abranches,,f,NÃO,"Rua João Gava, Curitiba, PR",0,Trânsito,ESTACIONAR EM LOCAL/HORA PROIBIDO R-06A,,,,,,,,,,,,,2025,01341/2025,14/01/2025,Terça,11:26:00,1,,156,Boa Vista,
Centro,,f,NÃO,"Praça Tiradentes, Curitiba, PR",0,Fundada Suspeita (Abordagem),Abordagem a pessoa,,,,,,,,,,,,,2025,01342/2025,14/01/2025,Terça,11:41:00,1,,IMEDIATA,Matriz,
Portão,,f,NÃO,"Condomínio Ville France, Curitiba, PR",0,Violação de Medida Protetiva Lei Maria da Penha,,,,,,,,,,,,,,2025,01343/2025,14/01/2025,Terça,11:58:00,1,,BOTÃO DO PÂNICO PATRULHA MARIA DA PENHA,Portão,
São Francisco,,f,NÃO,"Rua Presidente Carlos Cavalcanti, Curitiba, PR",0,Orientação,ORIENTAÇÃO GERAL,,,,,,,,,,,,,2025,01345/2025,14/01/2025,Terça,12:15:00,1,,IMEDIATA,Matriz,
Pilarzinho,,f,NÃO,"Rua Caetano Granato, Curitiba, PR",0,Trânsito,ESTACIONAR/PARAR EM LOCAL PROIBIDO PLACA R-06C,,,,,,,,,,,,,2025,01346/2025,14/01/2025,Terça,12:27:00,1,,156,Boa Vista,
Cascatinha,,f,NÃO,"Rua Nicolau José Gravina, Curitiba, PR",0,Trânsito,ESTACIONAR/PARAR EM LOCAL PROIBIDO PLACA R-06C,,,,,,,,,,,,,2025,01347/2025,14/01/2025,Terça,12:31:00,1,,156,Santa Felicidade,
Capão da Imbuia,,f,NÃO,"Rua Hayton da Silva Pereira, Curitiba, PR",0,Agressão física/verbal,Violência doméstica contra mulher,,,,,,,,,,,,,2025,01348/2025,14/01/2025,Terça,12:36:00,1,,153,Cajuru,
Capão Raso,MÓDULO DA GUARDA MUNICIPAL RUA DA CIDADANIA PINHEIRINHO,t,NÃO,"Rua da Cidadania Pinheirinho, Curitiba, PR",0,Orientação,ORIENTAÇÃO GERAL,,,,,,,,,,,,,2025,01351/2025,14/01/2025,Terça,12:50:00,1,,IMEDIATA,Pinheirinho,Secretaria Municipal de Defesa Social e Trânsito
Uberaba,,f,NÃO,"Rua Demétrio Lezan, Curitiba, PR",0,Trânsito,ESTACIONAR EM LOCAL/HORA PROIBIDO R-06A,,,,,,,,,,,,,2025,01349/2025,14/01/2025,Terça,12:59:00,1,,156,Cajuru,
Seminário,,f,NÃO,"Avenida Sete de Setembro, Curitiba, PR",0,Trânsito,ESTACIONAR EM GUIA REBAIXADA,,,,,,,,,,,,,2025,01350/2025,14/01/2025,Terça,13:03:00,1,,156,Portão,
Pilarzinho,,f,NÃO,"Avenida Desembargador Hugo Simas, Curitiba, PR",0,Apoio,Apoio ao GM,,,,,,,,,,,,,2025,01354/2025,14/01/2025,Terça,13:17:00,1,,GM,Boa Vista,
Boqueirão,,f,NÃO,"Rua Tenente-Coronel Vilagrán Cabrita, Curitiba, PR",0,Trânsito,OBSTRUÇÃO DE PISTA,,,,,,,,,,,,,2025,01352/2025,14/01/2025,Terça,13:25:00,1,,156,Boqueirão,
Novo Mundo,,f,NÃO,"Rua Irmãs Paulinas, Curitiba, PR",0,Trânsito,Estacionamento irregular,,,,,,,,,,,,,2025,01353/2025,14/01/2025,Terça,13:34:00,1,,156,Pinheirinho,
Boqueirão,,f,NÃO,"Rua Coronel Luiz José dos Santos, Curitiba, PR",0,Invasão,Ocupação irregular,,,,,,,,,,,,,2025,01359/2025,14/01/2025,Terça,13:42:00,1,,156,Boqueirão,
Tingui,,f,NÃO,"Rua Guido Scotti, Curitiba, PR",0,Trânsito,PARADA EM CIMA DE PASSEIO/CALÇADA,,,,,,,,,,,,,2025,01356/2025,14/01/2025,Terça,13:58:00,1,,156,Boa Vista,
Santa Felicidade,,f,NÃO,"Terminal Santa Felicidade, Curitiba, PR",0,Fundada Suspeita (Abordagem),Abordagem a pessoa,,,,,,,,,,,,,2025,01357/2025,14/01/2025,Terça,14:00:00,1,,GM,Santa Felicidade,
Tarumã,,f,NÃO,"Rua Monte Castelo, Curitiba, PR",0,Trânsito,Estacionamento irregular,,,,,,,,,,,,,2025,01355/2025,14/01/2025,Terça,14:08:00,1,,156,Cajuru,
Centro Cívico,,f,NÃO,"Rua Papa João XXIII, Curitiba, PR",0,Fundada Suspeita (Abordagem),Abordagem a pessoa,,,,,,,,,,,,,2025,01358/2025,14/01/2025,Terça,14:18:00,1,,GM,Matriz,
Tatuquara,,f,NÃO,"Rua Enette Dubard, Curitiba, PR",0,Dano,Vandalismo,,,,,,,,,,,,,2025,01360/2025,14/01/2025,Terça,14:34:00,1,,153,Tatuquara,
Centro,,f,NÃO,"Rua Senador Alencar Guimarães, Curitiba, PR",0,Apoio,Apoio à FAS,,,,,,,,,,,,,2025,01379/2025,14/01/2025,Terça,14:40:00,1,,À VIATURA,Matriz,
Jardim das Américas,,f,NÃO,"Rua Tibúrcio Brasil, Curitiba, PR",0,Trânsito,Estacionamento irregular,,,,,,,,,,,,,2025,01362/2025,14/01/2025,Terça,14:41:00,1,,156,Cajuru,
Novo Mundo,,f,NÃO,"Avenida República Argentina, Curitiba, PR",0,Apoio,Apoio à URBS,,,,,,,,,,,,,2025,01361/2025,14/01/2025,Terça,14:41:00,1,,153,Pinheirinho,
Jardim das Américas,,f,NÃO,"Rua Nicolau Copérnico, Curitiba, PR",0,Apoio,Apoio à SETRAN,,,,,,,,,,,,,2025,01366/2025,14/01/2025,Terça,14:47:00,1,,SETRAN,Cajuru,
Jardim Botânico,,f,NÃO,"Avenida Presidente Affonso Camargo, Curitiba, PR",0,Vistoria,,,,,,,,,,,,,,2025,01375/2025,14/01/2025,Terça,14:50:00,1,,IMEDIATA,Matriz,
Boa Vista,,f,NÃO,"Rua Holanda, Curitiba, PR",0,Substância Ilícita,Uso de substância ilícita,,,,,,,,,,,,,2025,01363/2025,14/01/2025,Terça,15:03:00,1,,153,Boa Vista,
Pinheirinho,,f,NÃO,"Rua Ivan Romeu Teixeira Júnior, Curitiba, PR",0,Apoio,Apoio ao SAMU,,,,,,,,,,,,,2025,01364/2025,14/01/2025,Terça,15:08:00,1,,SAMU,Pinheirinho,
Cidade Industrial,,f,NÃO,"Rua Ângelo Rossa, Curitiba, PR",0,Trânsito,Estacionamento irregular,,,,,,,,,,,,,2025,01365/2025,14/01/2025,Terça,15:22:00,1,,SETRAN,CIC,
Novo Mundo,,f,NÃO,"Rua Primo Lourenço Tosin, Curitiba, PR",0,Trânsito,PARADA EM CIMA DE PASSEIO/CALÇADA,,,,,,,,,,,,,2025,01368/2025,14/01/2025,Terça,15:54:00,1,,SETRAN,Pinheirinho,
Guabirotuba,,f,NÃO,"Travessa Virgílio Gomes Pinheiro, Curitiba, PR",0,Trânsito,ESTACIONAR EM LOCAL/HORA PROIBIDO R-06A,,,,,,,,,,,,,2025,01367/2025,14/01/2025,Terça,15:54:00,1,,156,Cajuru,
Novo Mundo,,f,NÃO,"Rua Coronel Herculano de Araújo, Curitiba, PR",0,Trânsito,PARADA EM CIMA DE PASSEIO/CALÇADA,,,,,,,,,,,,,2025,01369/2025,14/01/2025,Terça,15:56:00,1,,SETRAN,Pinheirinho,
Novo Mundo,,f,NÃO,"Rua Antônio Gasparin, Curitiba, PR",0,Trânsito,PARADA EM CIMA DE PASSEIO/CALÇADA,,,,,,,,,,,,,2025,01370/2025,14/01/2025,Terça,15:58:00,1,,SETRAN,Pinheirinho,
Capão Raso,,f,NÃO,"Rua André Oszika, Curitiba, PR",0,Trânsito,Estacionamento irregular,,,,,,,,,,,,,2025,01371/2025,14/01/2025,Terça,15:59:00,1,,SETRAN,Pinheirinho,
Jardim Botânico,,f,NÃO,"Avenida Presidente Affonso Camargo, Curitiba, PR",0,Apoio,Apoio à outros órgãos,,,,,,,,,,,,,2025,01378/2025,14/01/2025,Terça,16:00:00,1,,IMEDIATA,Matriz,
Cristo Rei,,f,SIM,"Canaleta Exclusiva BRT, Curitiba, PR",0,Apoio,Apoio ao Conselho Tutelar,,,,,,,,,,,,,2025,01372/2025,14/01/2025,Terça,16:02:00,1,,153,Matriz,
São Braz,,f,NÃO,"Rua Ludovico Lucca, Curitiba, PR",0,Apoio,Apoio ao SAMU,,,,,,,,,,,,,2025,01373/2025,14/01/2025,Terça,16:04:00,1,,SAMU,Santa Felicidade,
Novo Mundo,,f,NÃO,"Condomínio Residencial José Ferroni, Curitiba, PR",0,Trânsito,ESTACIONAR EM VAGA DE CURTA DURAÇÃO 15MIN,,,,,,,,,,,,,2025,01374/2025,14/01/2025,Terça,16:09:00,1,,SETRAN,Pinheirinho,
Rebouças,Estação Tubo Rebouças - Templo Maior,t,NÃO,"Avenida Presidente Getúlio Vargas, Curitiba, PR",0,Apoio,Apoio ao cidadão - PRESTAÇÃO DE SOCORRO/SALVAMENTO,,,,,,,,,,,,,2025,01376/2025,14/01/2025,Terça,16:15:00,1,,IMEDIATA,Matriz,Urbanização de Curitiba S.A.
Jardim Botânico,,f,NÃO,"Rua Engenheiros Rebouças, Curitiba, PR",0,Estelionato,,,,,,,,,,,,,,2025,01383/2025,14/01/2025,Terça,16:30:00,1,,GM,Matriz,
Portão,,f,NÃO,"Rua Caetano Marchesini, Curitiba, PR",0,Fundada Suspeita (Abordagem),Abordagem a pessoa,,,,,,,,,,,,,2025,01377/2025,14/01/2025,Terça,16:32:00,1,,IMEDIATA,Portão,
Jardim das Américas,,f,NÃO,"Rua Coronel Baeta de Faria, Curitiba, PR",0,Trânsito,ESTACIONAR EM GUIA REBAIXADA,,,,,,,,,,,,,2025,01380/2025,14/01/2025,Terça,16:44:00,1,,156,Cajuru,
Boqueirão,,f,NÃO,"Rua João Eloy Cardoso, Curitiba, PR",0,Trânsito,ESTACIONAR EM LOCAL/HORA PROIBIDO R-06A,,,,,,,,,,,,,2025,01381/2025,14/01/2025,Terça,16:46:00,1,,156,Boqueirão,
Mossunguê,,f,NÃO,"Rua Francisco Juglair, Curitiba, PR",0,Trânsito,ESTACIONAR/PARAR EM LOCAL PROIBIDO PLACA R-06C,,,,,,,,,,,,,2025,01382/2025,14/01/2025,Terça,16:52:00,1,,156,Santa Felicidade,
Capão Raso,TERMINAL PINHEIRINHO,t,NÃO,"Terminal Pinheirinho, Curitiba, PR",0,Apoio,Apoio à URBS,,,,,,,,,,,,,2025,01384/2025,14/01/2025,Terça,16:58:00,1,,153,Pinheirinho,Urbanização de Curitiba S.A.
Boqueirão,,f,NÃO,"Avenida Marechal Floriano Peixoto, Curitiba, PR",0,Criança perdida/desaparecida,,,,,,,,,,,,,,2025,01385/2025,14/01/2025,Terça,17:12:00,1,,GM,Boqueirão,
Centro,,f,NÃO,"Rua Desembargador Westphalen, Curitiba, PR",0,Apoio,Apoio à SETRAN,,,,,,,,,,,,,2025,01386/2025,14/01/2025,Terça,17:32:00,1,,SETRAN,Matriz,
Fazendinha,,f,NÃO,"Rua Professor Elevir Dionýsio, Curitiba, PR",0,Vistoria,,,,,,,,,,,,,,2025,01387/2025,14/01/2025,Terça,17:45:00,1,,153,Portão,
Boa Vista,,f,NÃO,"Rua Atílio Zaramella, Curitiba, PR",0,Trânsito,Estacionamento irregular,,,,,,,,,,,,,2025,01388/2025,14/01/2025,Terça,17:50:00,1,,156,Boa Vista,
Mercês,,f,NÃO,"Rua Martim Afonso, Curitiba, PR",0,Agressão física/verbal,Agressão,,,,,,,,,,,,,2025,01389/2025,14/01/2025,Terça,18:08:00,1,,153,Matriz,
Xaxim,,f,NÃO,"Marginal da Linha Verde, Curitiba, PR",0,Trânsito,PARADA EM CIMA DE PASSEIO/CALÇADA,,,,,,,,,,,,,2025,01390/2025,14/01/2025,Terça,18:13:00,1,,156,Boqueirão,
Campo Comprido,,f,NÃO,"Rua Juvino Ransolim, Curitiba, PR",0,Trânsito,Estacionamento irregular,,,,,,,,,,,,,2025,01391/2025,14/01/2025,Terça,18:17:00,1,,156,Portão,
Xaxim,,f,NÃO,"Rua Jacob Romanichen, Curitiba, PR",0,Trânsito,Estacionamento irregular,,,,,,,,,,,,,2025,01392/2025,14/01/2025,Terça,18:35:00,1,,156,Boqueirão,
Santa Felicidade,,f,NÃO,"Avenida Vereador Toaldo Túlio, Curitiba, PR",0,Trânsito,TRANSITAR PELA CALÇADA,,,,,,,,,,,,,2025,01393/2025,14/01/2025,Terça,18:45:00,1,,156,Santa Felicidade,
Cidade Industrial,ECOPONTO CAIUÁ,t,NÃO,"Avenida Juscelino Kubitschek De Oliveira - Ld, Curitiba, PR",0,Fundada Suspeita (Abordagem),Abordagem a pessoa,,,,,,,,,,,,,2025,01407/2025,14/01/2025,Terça,18:50:00,1,,IMEDIATA,CIC,Secretaria Municipal do Meio Ambiente
Cascatinha,MÓDULO DA GUARDA MUNICIPAL PARQUE BARIGUÍ,t,NÃO,"Rua Bromélias, Curitiba, PR",0,Queima a céu aberto,,,,,,,,,,,,,,2025,01394/2025,14/01/2025,Terça,18:56:00,1,,153,Santa Felicidade,Secretaria Municipal de Defesa Social e Trânsito
Cidade Industrial,,f,NÃO,"Rua Luiz Tramontin, Curitiba, PR",0,Trânsito,ESTACIONAR EM GUIA REBAIXADA,,,,,,,,,,,,,2025,01395/2025,14/01/2025,Terça,18:59:00,1,,156,CIC,
Xaxim,,f,NÃO,"Rua Omar Raymundo Picheth, Curitiba, PR",0,Trânsito,ESTACIONAMENTO ROTATIVO,,,,,,,,,,,,,2025,01396/2025,14/01/2025,Terça,19:09:00,1,,156,Boqueirão,
Cajuru,,f,NÃO,"Travessa João Carlos Taborda, Curitiba, PR",0,Trânsito,FISCALIZACAO,,,,,,,,,,,,,2025,01397/2025,14/01/2025,Terça,19:11:00,1,,156,Cajuru,
Capão Raso,,f,NÃO,"Rua Santa Mônica, Curitiba, PR",0,Trânsito,OBSTRUÇÃO DE PISTA,,,,,,,,,,,,,2025,01398/2025,14/01/2025,Terça,19:14:00,1,,156,Pinheirinho,
Santa Cândida,UNIDADE DE ACOLHIMENTO INSTITUCIONAL - ABRIGO INSTITUCIONAL NOVA ESPERANÇA,t,NÃO,"Rua Francisco Favaro, Curitiba, PR",0,Apoio,Apoio à FAS,,,,,,,,,,,,,2025,01400/2025,14/01/2025,Terça,19:37:00,1,,153,Boa Vista,Fundação de Ação Social
Guabirotuba,,f,NÃO,"Rua Paul Cezanne, Curitiba, PR",0,Trânsito,ESTACIONAR EM GUIA REBAIXADA,,,,,,,,,,,,,2025,01399/2025,14/01/2025,Terça,19:43:00,1,,156,Cajuru,
Bacacheri,,f,NÃO,"Rua Guilherme Ihlenfeldt, Curitiba, PR",0,ZELADORIA URBANA,Buracos em vias Públicas,,,,,,,,,,,,,2025,01401/2025,14/01/2025,Terça,19:50:00,1,,156,Boa Vista,
Cidade Industrial,,f,NÃO,"Rua Edmundo Eckstein, Curitiba, PR",0,Fundada Suspeita (Abordagem),Abordagem a veículo,,,,,,,,,,,,,2025,01402/2025,14/01/2025,Terça,20:05:00,1,,IMEDIATA,CIC,
Capão Raso,,f,NÃO,"Rua Reinaldo Gusso, Curitiba, PR",0,Trânsito,PARADA EM CIMA DE PASSEIO/CALÇADA,,,,,,,,,,,,,2025,00010/2025,14/01/2025,Terça,20:08:00,1,,156,Pinheirinho,
